,CL0106,CL0107,CL0108,CL0109,CL0110,CL0111,CL0114,CL0116,CL0124,CL0125,CL0126,CL0146,CL0147,CL0191,CL0193,CL0196,NCI0422
MTF2,13.87106267,5.473845149,11.15097466,7.63867174,7.380503755,8.01025512,19.2833397,21.06673971,21.71621527,10.53132083,33.27588362,15.13829282,14.49196597,14.3991951,25.75118614,13.91761812,13.40337416
MTFMT,2.947384,1.429541377,2.305784828,3.790836359,3.342954695,1.917193335,0.886085616,3.438639485,4.690335799,2.118340049,2.979292211,2.620785708,5.818648619,2.170770886,4.054310714,3.00930433,2.590951742
MTFP1,1.365661511,8.278307442,2.885448083,3.409225428,2.901197677,2.971403255,2.10289444,3.347916339,2.584554028,1.964968154,1.577962985,1.797646866,2.819735534,1.238733422,0.720069219,3.25631122,3.655147039
MTFR1,6.711205958,8.762019274,6.049563533,6.459555358,5.43698629,4.596820035,6.823038514,5.334523647,2.863554929,3.891069238,2.066337599,2.891284281,2.234032932,3.97343547,5.045176865,2.444388342,7.589332598
MTFR1L,2.971798892,7.442412923,4.337203629,10.1301575,8.902902801,5.998400598,3.451673449,8.554421264,6.044717717,1.875413405,5.682459138,5.778773513,5.982591364,5.902369394,6.694086095,8.631742538,3.509257431
MTFR2,3.432354924,4.631828743,10.92822864,1.599093453,2.165551234,3.578142587,8.862068228,7.528263279,5.441761524,7.52258696,5.036390423,2.385078582,1.531984842,4.675075365,7.113848237,6.232726094,7.219330084
MTG1,23.18688894,18.69386636,22.20602973,25.42976743,23.97055074,38.70499798,34.6159356,33.14749195,48.83358129,9.590961758,25.93290309,40.98017444,59.52123598,39.61218972,19.52873124,23.41683225,35.37316474
MTG2,0.628716452,1.27789354,0.687870275,1.751784638,1.259190734,1.55284957,0.676288338,0.744473114,0.54690595,0.716359493,0.83185173,0.965952724,0.717530239,1.167577499,0.392929105,2.138086001,1.255245489
MTHFD1,60.47720058,39.29345841,86.6192495,381.7083353,350.4843706,104.6825061,166.6007142,157.8267438,131.1567261,51.27388517,145.2754799,93.84123925,80.42274849,65.27441831,64.55282811,130.6138437,45.08346204
MTHFD1L,5.058749279,2.530887697,6.470306293,2.666224626,4.59197412,3.462936997,4.375875337,1.662491141,7.581199497,3.01649468,3.542070955,3.518288669,5.027265584,6.184605304,2.018666346,2.485449494,5.403153531
MTHFD2,18.97546361,31.84613356,16.32872097,8.936987158,20.83612264,8.170385129,22.34579689,15.42560113,24.9733337,2.062238349,12.56895418,12.30664505,14.95896826,14.3452138,28.70505735,14.86991912,8.68506831
MTHFD2L,1.759054761,1.066867535,0.506128292,3.189534518,1.061079288,1.417762087,3.349273944,1.939431064,1.548969512,1.155899961,1.211541556,1.18999704,5.596552996,0.989960729,4.141020723,1.414997627,1.59510027
MTHFR,1.476816669,1.060639376,1.674209671,2.770439878,2.095111531,2.488816636,0.76557633,2.338516535,0.453819004,1.420865327,1.234639805,1.514741073,1.731874005,1.97696327,0.603112811,2.07439535,1.886741707
MTHFS,0.018372877,0.216646803,0.060765552,1.574546814,1.107622981,0.195119311,0.044188179,0.076372366,0.022205908,0.076060398,0.041080436,0.121995441,0.07535579,1.774863964,2.029027319,1.951704542,0.10571572
MTHFSD,1.011682268,0.945495244,0.816784175,0.830120578,0.759158306,0.759224122,0.464131374,0.943653713,1.454570513,0.877581551,0.588394266,1.118838313,1.080758584,0.60623589,0.682075731,0.678187727,0.644120627
MTIF2,19.38570777,11.45994544,17.80969009,15.84191202,20.92331913,11.27560854,21.61076246,11.01877319,32.75227435,7.20982636,11.34429146,9.528049386,27.30586177,15.51807968,23.39049868,7.346221967,26.64383314
MTIF3,11.39822856,8.356583291,10.29543812,9.482476466,11.39969936,9.942697265,17.80939694,5.881674027,5.187443455,9.616306189,8.561850907,9.766689388,7.753321514,6.716242696,5.856850525,4.482835945,8.315957854
MTM1,1.698860987,1.906308978,3.492535386,4.213497384,4.63339763,3.570539256,4.349497057,1.107111867,1.708862933,3.505145675,2.697263662,2.216305563,2.958853716,3.051794779,1.551140445,1.523213108,3.369474089
MTMR1,3.976875564,5.998037158,10.67546646,3.338718635,3.914418042,4.595631082,6.123352936,4.61617921,3.726213241,1.798639649,5.588268112,4.148873503,3.910371238,3.960467057,6.037363715,4.32241636,5.79503966
MTMR10,2.570561058,0.496477439,1.329580375,2.18048885,2.484735065,1.043132014,1.681599909,1.907459792,1.610362633,1.132972024,3.233543478,0.942469439,1.912822795,1.70919243,3.482451595,1.738510001,1.68051079
MTMR11,2.958850908,1.569560769,8.710578451,2.194291583,1.196928877,3.990988078,1.810834965,0.476599823,1.296350583,2.852657225,1.916065353,1.35234214,0.507096233,1.3914224,0.655227472,0.742733475,3.536003992
MTMR12,3.702077978,3.077767282,4.002553406,2.650025059,4.223441767,3.196728905,3.489804456,4.681499036,3.645602846,3.966914471,3.669357267,3.815209565,3.102826816,1.955268306,2.797207064,3.7284225,1.775456351
MTMR14,2.246333502,3.024241249,2.125457051,6.713528669,5.576280416,9.292569935,1.864094817,5.163014018,2.989757835,5.820578742,4.314241676,3.877769995,2.374480021,5.328329309,2.037168879,3.800303064,5.365000939
MTMR2,12.59604004,9.344957217,8.941473089,7.536169491,9.906555457,7.437318816,21.01047597,10.1845374,15.95802554,7.521919904,8.898730503,10.61790766,11.20737684,11.1479782,17.71041079,5.74336189,10.45267619
MTMR3,6.606013085,3.127271242,4.937205812,5.217266438,5.835710388,5.55882604,2.645416441,6.300530052,6.409119115,3.923299288,6.612239978,5.812611438,12.01438331,6.634382676,5.875847165,7.99502216,5.02292814
MTMR4,8.196740373,6.855020752,9.351529753,19.46011858,13.72484032,8.191968835,5.04802861,13.77355685,17.25273601,3.602076218,8.072797212,12.58924193,9.888086818,7.181377689,8.156015598,19.20288531,5.02401143
MTMR6,2.435130478,4.098501151,1.804463348,2.259419695,2.520369586,2.369626441,2.183956395,0.926313989,1.259658537,2.641606191,2.430486386,1.998464786,1.397147392,1.605777842,2.081081683,1.930135497,2.454422199
MTMR7,4.528557408,6.79353592,5.905122635,2.554787027,5.822823047,1.087303893,8.168646325,5.33332673,2.095473415,5.82895607,2.261794812,7.885956306,10.38386025,5.919270979,8.662979707,3.504023281,2.190443657
MTMR8,1.440334097,0.392999167,5.434003323,1.540987464,0.246865376,2.760795259,2.95717061,1.092295313,2.301283086,2.472348823,1.62006047,3.781030249,2.23619964,0.920618349,1.124444631,3.097659896,1.106930475
MTMR9,1.180616265,1.724115728,1.075297718,1.854135469,2.398677776,1.287245314,2.697499168,1.228859338,1.392675559,2.221114767,1.374881969,3.467506337,2.201614866,2.242586065,3.191965525,1.982734059,1.865420433
MTMR9LP,0.013408089,5.600519209,0.010233521,0.032674887,0,0,0,0.006688169,0,0,0.011242322,0.018634055,0.039594863,0.04133788,0.047185819,0.038552687,0.02204252
MTNR1A,0.958781496,0,0.086091229,0.068720758,0.250310556,0.067382379,0.101732786,0.140663384,0.511238274,5.48681129,0,0.24820674,1.832041788,0.260821446,0.127593871,0,1.112618656
MTNR1B,0.187487356,0.076527279,0.157406572,0.639657117,0.020802735,0.119466553,0.405829345,0.130930358,0.244729946,1.086629422,0.267245289,1.042251371,0.064593786,0.252889827,0.443012949,2.470820548,0.015411197
MTO1,6.363830912,4.915491344,9.666762418,12.21434724,10.88802869,7.707111586,5.851664167,9.414641788,6.467153969,6.933601597,9.452465671,6.615884931,9.882716806,7.551513012,7.873463049,9.90254558,8.229597395
MTOR,14.25218348,4.043186128,19.97336335,22.11662409,17.58455968,12.04033594,13.48976742,25.15644598,9.339115419,8.864698254,21.64306022,19.17075181,5.980096725,16.29099193,11.92305672,12.68530969,13.92042693
MTOR-AS1,0.176546168,0,0.067373094,0.215117388,0.097943755,0.070309281,0,0.132096067,0.224046915,0.365434662,0.074014609,0.040892865,0.021722961,1.785989626,1.020710807,1.16331551,0.108838847
MTPAP,10.72871376,5.079486829,6.512736378,9.174526916,11.19660942,6.301950992,15.08197603,13.13160265,7.474612855,7.666455072,20.33920143,13.91376834,16.40886759,8.072721535,23.82467423,11.07467333,8.021281001
MTPN,0,0,0,0,0,0,0,0,0,0,0,0,0,10.31742497,23.98657829,8.769717308,0
MTR,4.110487454,1.505954108,7.774060095,5.396585021,5.212970495,10.55374543,8.442368637,6.901818758,10.86024285,7.874979651,5.88319175,7.146355001,6.378133411,4.862722766,3.917207843,5.221596453,6.667057347
MTRF1,2.035860333,2.5524214,1.97832203,1.647548388,1.375719236,1.186703697,3.055648424,0.972251857,1.402351616,3.580356123,2.365861772,1.893332302,1.358604558,1.966375316,1.482687072,1.584479468,1.245649643
MTRF1L,0.644957485,0.584548061,0.937922499,0.369381647,0.348777741,0.354085079,1.277148167,0.637340919,0.662461724,0.833851009,1.190738508,0.497179866,0.914747211,0.664512051,1.090885735,0.688843424,0.396355186
MTRNR2L2,0.210543234,0.395587925,0.52799435,0.25654202,0.033372727,0.407264476,7.378572912,0.615130753,0.305361239,2.054511765,0.680920116,0.39014004,0.518121974,0.741847355,0.725823566,0.691864444,0.123616837
MTRNR2L3,0.067593056,0,0.120375209,0,0.024999382,0.07178359,0.406416227,0.044955326,0.032677848,0.513008963,0.245591498,0.020875172,0.14416004,0.112879612,0.351147108,0.183555022,0.01852018
MTRNR2L8,0.555572999,1.917136886,1.106172188,1.559934575,4.100654474,0.404033103,2.35286641,0.349423111,0.297786387,1.099986661,1.336738267,1.924690864,0.641989273,3.714304627,3.011698919,2.662426675,0.377251755
MTRNR2L9,0,0.911744362,0.090256934,0.216137868,0.787267072,0.282571267,5.332767006,0.353927223,0.214390244,2.08061993,0.644502925,0.410868543,0.640229657,0.683604595,2.080831949,1.360097844,0.486022935
MTRR,12.29497487,9.67847678,9.114083461,11.02179983,10.62253625,10.46669084,7.05619597,11.16742403,9.386634315,21.50282743,10.20017421,12.24357177,8.756425081,9.329906607,6.914776125,9.654160709,7.902556993
MTSS1,16.40415216,15.74755901,29.65638576,13.10228067,17.61643831,5.782744335,7.836603668,10.25703067,3.224943103,6.902426979,10.92353361,15.97483136,31.81021666,22.38685962,3.60539652,3.384860966,13.66869404
MTSS1L,10.16943192,15.36345998,5.427587603,11.06921193,9.661798932,6.085019049,3.995255549,6.289668164,18.61794583,4.468284258,3.676561878,10.63823135,6.767609577,3.00920449,2.368365481,8.227420305,6.630929355
MTTP,0.823622871,0.086466212,0.113500414,64.77642045,73.34525056,0.173114666,0.055024341,0.13123935,0.420301422,3.875320112,0.051154492,0.10421876,0.450408529,0.141070826,0.105434784,0.102329111,0.0846258
MTURN,0.838698352,14.8303102,1.569938681,1.987923445,1.110584047,1.865095272,0.861330925,5.704300918,1.049926729,0.74763337,0.559501005,2.356706446,0.890355458,2.49374211,6.312442869,0.680627877,0.626496931
MTUS1,15.51863962,3.022855028,4.765367801,11.08088285,6.49714098,6.767920739,17.55807152,1.373438491,0.749436624,3.679822473,1.033887141,3.060908334,1.872063029,2.074771049,7.003794752,4.734422646,40.23562279
MTUS2,0.484986749,0.190495782,0.132199567,0.754510187,0.365152177,0.155206077,0,0.01943993,2.041116677,3.540465681,0.087138934,3.271787243,1.323500677,0.131834862,0.154567,0.574815069,0.081866092
MTX1,3.622962428,8.732313912,4.025108035,6.034330149,5.041049822,6.969848383,1.159458053,4.146338451,2.934502899,2.87267965,3.89518797,5.691508498,3.609413047,5.990252188,4.436042167,6.81879496,4.455027946
MTX2,7.906729956,12.84432226,10.66967892,13.30945825,15.43074282,5.964546498,15.95975753,11.99650972,14.37231464,3.729433349,12.16659559,8.626082894,22.09409049,8.865449304,20.44546684,11.74112773,14.45299724
MTX3,1.428657377,1.734365185,1.239878876,1.459446588,0.937836565,1.022980273,2.439433076,1.561014576,3.643283836,1.438057321,1.265304595,1.084906792,1.035956006,1.541302605,2.87921219,2.072701981,0.721886344
MUC1,7.699114778,10.54962768,269.7746343,4.728070687,7.757712544,52.19825118,4.678553431,25.03957477,2.687520485,6.769287872,5.613105296,16.48920879,4.894330681,3.620967739,4.741712979,7.585508133,24.09236234
MUC12,1.470100297,0.046757554,0.204005777,0.039547805,0.023302224,0.085158622,1.040048036,0.044760449,1.912020494,10.97051827,0.275342872,0.029186998,0.354256892,1.292764241,1.450331508,0.282716558,0.375075343
MUC13,0.411286957,24.25369845,114.9235675,1.556182643,0.372281526,0.103449154,0,0.005398855,0.565114513,5.354398423,0,0.100279135,0.015980976,0,0.021765463,0,33.83389826
MUC15,1.161486843,0.040262215,0.06211057,0.252400316,0,0.771916452,7.179383182,0.014760972,0.112661768,0.750347026,0.024812115,0.143940556,0,0.028510575,0.066947402,0.010635855,0.036486337
MUC16,1.509548741,0.000828502,162.5172995,0.000741973,0.004053875,6.101485926,0.17135052,0.04313197,0.435843317,5.56358062,0.041356596,0.01410457,0.003896141,0.036843561,0.026634003,0.005252664,0.102109266
MUC17,0.24971748,0,0.021545305,0,0,0,0,0.003249471,0.297615491,2.242864787,0.020027786,0.001005936,0.003206218,0.00251052,0.005458429,0.006243655,0.019633972
MUC19,0.122132101,0.083959626,0.006868509,0.034462448,0,0.013311713,4.123141085,0.216752072,0.528605779,1.998469865,0.615504855,0.205468174,0.001265485,0.18282009,0.03167006,0.008625232,0.031702379
MUC2,2.548968711,0.01236989,0.223311756,0.003021264,0,0.001974948,0.617220997,0.025973532,0.566401726,4.963057503,0.095635333,0.01493255,0.029288919,0.111801745,0.011219163,0.017823754,0.26292112
MUC20,2.452276361,3.199676609,13.66126389,1.919357159,2.9622748,0.782410421,0.493602163,2.260971474,4.894856092,2.832098058,9.233634987,1.777987902,2.065114486,2.585064913,0.395081626,1.390382429,2.82030102
MUC3A,1.816874513,0.633379933,5.994897489,0.479615668,1.196721424,0.25683561,0,0.422637652,0.388653464,8.667715327,3.041207046,0.025755034,1.743569926,0.113127486,0.039130689,0.02451135,1.813338666
MUC4,2.280571838,0.181632758,31.89989703,1.692145422,0.047316753,13.63681268,7.545151358,0.5854404,4.865974774,13.82016443,96.7401286,1.414658092,0.274679254,9.684237084,87.13446906,90.58894052,0.757459485
MUC5AC,0.302395158,0.030104767,0.036992098,0.003851513,0.004676289,0.001678446,0.129238546,0.031534396,0.170388557,1.107919208,0.021202805,0.020012255,0.023854564,0.17460341,0.038139238,0.021206976,0.087473939
MUC5B,4.650753847,1.374868361,1.222586994,4.42072475,0.109998119,15.25639588,2.114521294,0.303647933,1.145223956,3.423685876,0.307704294,0.284417228,1.291730482,2.110697233,0.191492886,0.881828527,0.727686147
MUC6,9.84257713,1.253260497,6.955299892,22.54195509,1.800048931,0.535828767,23.64415073,3.003343699,2.73382364,40.53762183,6.107111772,6.899352704,4.562846345,46.34345312,4.452683182,7.729860239,3.960156681
MUC7,0.338818785,0.009913741,0.050051285,0,0,0,0,0.005451878,0.681627123,4.909270525,0,0.045568795,0.080689637,0.256937179,0,0.026188602,0.323424311
MUCL1,0.696675579,1615.70552,0,0.077171177,0.913544497,0.201781921,0,0.821394108,0.367426532,4.981646905,0,0,0.031171566,1.269207339,0.031840837,0.091053298,7.861025826
MUL1,1.850861757,9.630253459,3.831550045,6.503100145,5.612320619,4.412522393,1.189089886,4.091341587,1.103176487,3.306306528,3.815968014,3.08318563,3.132171697,2.921552126,3.549955419,4.805450799,3.834716999
MUM1,5.835746279,3.630828186,7.254716148,8.478696688,6.675723669,5.992491242,10.98187651,17.22711484,6.177150332,5.505555288,6.096652532,9.95331157,11.27377286,9.559300969,15.76797069,7.082715827,6.013932971
MUM1L1,0.09070425,0.158218066,0.00532528,0.221042027,0.286440525,0.005557361,0,0.006960727,1.143497843,0.577691158,0,0.032322395,0.006868075,0.018822342,0,0.0334365,0.022940805
MURC,1.870830905,0.675126393,0.913538264,1.973170834,0.200882705,0.16022709,7.184672769,1.751004861,4.208623046,4.039008476,3.305954022,3.844100943,1.405920129,1.690049441,15.26115504,2.101573608,0.33897668
MUS81,2.016798811,7.120432593,4.321352718,7.518459188,5.001650321,6.539265922,5.420805572,5.440441352,6.666325874,1.147125803,4.134165113,6.330941347,5.820749829,8.393287361,4.337219445,5.004959734,7.180583393
MUSK,0.333507304,0.008175897,0.729235296,0.049423484,0.180021585,0.046666082,0.243885005,0.056202285,0.120925524,3.535609424,0.056683158,0.087688404,0.011090838,0.02952663,0.022657929,0.140385907,0.074091434
MUSTN1,0.042744031,0.542794312,0.195742404,0.312495629,0.142280434,0.102136528,0.154204017,0.42642809,0.030996888,0.176952587,0.250878051,0.277218849,0.0841504,2.487389249,0.279360762,0.860322522,0.245944939
MUT,11.79084041,17.4812285,15.04994488,73.51675544,91.94811976,19.36352963,15.97929051,18.09709542,15.41888016,11.01480294,15.03108288,24.43595571,14.07651113,13.47946755,12.36252016,18.70588805,13.09682384
MUTYH,2.082227672,1.498160419,4.656228753,2.991193716,2.707041617,2.623099757,2.52515308,4.396986662,4.566453297,2.048173287,3.405228208,4.076515779,1.862526249,3.969570439,1.241761782,4.139805598,1.66603054
MVB12A,3.395517034,18.57421205,6.95738727,6.874379952,6.92642145,9.07054557,3.015315433,9.576134419,3.06845812,2.919495191,1.248321837,5.735352911,9.718630576,6.854898083,4.937384892,6.671543091,5.410376345
MVB12B,1.761648256,2.266495392,3.06488196,1.713060566,1.967274882,1.466618601,1.38606159,4.319871564,0.953483428,1.7024636,3.538823079,4.079135218,5.741524003,2.446918184,4.217961447,1.782545655,1.637536401
MVD,1.420898279,3.771848049,2.82116236,7.361185297,10.30829914,2.635454626,0.573544533,4.312077292,4.172036881,1.521984094,1.616284587,6.416659116,3.922130471,1.972084451,1.633508058,4.014126464,2.94848231
MVK,2.451416652,3.438922419,6.740272263,31.92929623,26.3804194,8.877418543,5.685279452,7.686207447,5.918323086,6.791879522,5.279051765,11.41271617,10.379149,5.366193079,7.582148978,6.147488014,7.847352663
MVP,3.391992167,5.315094006,10.38427995,16.51390456,11.52889232,32.7833822,2.770642094,2.030000182,0.324877501,1.589687137,5.45775698,4.904159759,1.22661637,6.145784534,0.386106217,1.575000945,16.57738675
MX1,4.524299745,2.646672731,6.206843761,10.10438908,17.88756107,15.79650938,6.115559572,4.784972252,0.768313796,2.51311049,3.495785761,3.186299019,15.53089899,9.207885449,2.064381756,2.862497477,7.950936815
MX2,4.010808948,1.206754154,8.118373176,1.946884393,3.842375742,3.64132327,0.494078966,0.770984308,12.59420187,1.187930341,2.050582648,1.193364731,0.346658084,3.174326093,1.1868942,0.99697454,5.682338462
MXD1,1.098937885,2.366370056,0.643267197,0.769307312,0.621230944,0.887161611,0.827289888,0.771000165,0.606870076,0.480831405,0.926424091,0.673264701,0.835492109,0.591078738,0.592909683,0.555178841,0.435743739
MXD3,0.729474691,2.914928353,1.549900861,2.942807223,0.809391576,3.493999827,1.955966487,3.535474692,0.943615497,1.020234385,1.479519491,1.917993111,0.742319138,19.77002079,19.00598819,23.02504879,0.640132643
MXD4,0.299382614,8.280577975,0.309882535,0.644630197,0.718967491,0.712105874,0.887718309,0.558478805,0.127883583,0.093378704,0.330114119,0.826441688,0.207903432,0.263943831,0.23917087,0.357693978,0.768604524
MXI1,6.761366738,9.833305406,5.945675511,6.286572535,5.576475091,9.082017133,8.329115467,2.800771745,8.473774391,2.763323344,9.336771342,8.327149802,12.16322671,2.832686542,1.504190684,8.091076856,8.630324437
MXRA5,11.0498911,0.277595979,0.485132084,3.954948101,2.305160711,35.58688769,0.583889892,4.540130224,8.401485762,2.436461151,11.9051405,1.817177913,0.790790451,6.829362049,1.85520613,1.833276342,27.16390397
MXRA7,1.355129095,2.142466344,1.157548099,0.744113134,2.444382012,1.722548922,1.593179259,1.136670183,0.521547501,0.412652916,0.914069634,2.25973484,0.407381164,0.738141272,1.243308885,1.268581569,1.987175695
MXRA8,3.318380113,2.224419427,0.819525144,0.644309169,1.209346737,3.360795821,1.362602769,0.858582501,0.109559911,0.927001745,1.090328112,1.172311708,3.271767556,1.538771256,0.263129371,1.952245782,4.169108941
MYADM,0.348180932,0.892104206,0.341540167,0.243470128,0.384997973,0.434571455,0.172660183,0.075200871,0.134488861,0.136215374,0.212685071,0.191781776,0.790876596,0.148015895,0.211739184,0.107796924,0.540927495
MYADML,0,0,0.022051648,0,0,0.023012681,0,0,0.303803996,0.627947879,0.024225459,0,0.01422013,0.038971061,0,0.013845842,0.083121864
MYADML2,0.12708156,0.063398211,0.029097923,0,0,0,0.045846137,0.044373217,0.138234493,0.631313714,0.053277237,0.041209735,0.187639605,0.004897493,0,0.103530422,0.083567402
MYB,13.20073847,2.26394337,9.541867285,3.852240081,2.12934396,2.875985007,26.65297585,20.40162387,6.781432834,6.980335428,6.566668875,8.599955931,1.288498704,6.453208722,13.3177901,15.76735833,4.198994192
MYBBP1A,6.515710504,7.152216721,3.916669573,5.278971943,3.979757763,6.319302316,3.604163175,6.113764356,6.91614075,3.227987129,6.055747065,3.510589178,4.101542355,4.922533983,1.86449665,11.34084921,6.589624215
MYBL1,6.283812229,1.508454434,3.828236077,3.0866521,1.154239273,1.719852693,6.09593538,3.954896416,3.50684639,4.457854449,2.798243743,4.403622538,3.059532928,6.669066654,11.14252907,4.272464264,1.631603944
MYBL2,48.48544561,34.660896,37.70804361,53.52739539,10.49550044,66.36917651,84.72597289,41.40776457,56.82138189,16.42093878,52.02851222,54.86616512,5.876103956,50.64218497,54.23477223,86.63355739,32.49407226
MYBPC1,0.115038812,0.026831851,0.01956722,0.03684524,0.005835053,0,0.030829743,0.001967424,0.133000467,1.665479149,0.030315042,0.077654345,0.000647079,0.100827904,0.001982915,0.000315023,0.02539619
MYBPC2,1.056578275,0.051060725,0.138809545,0,0.067264875,0.579436022,0.093731013,0.077759719,0.18841077,4.607086987,0.326771002,0.012036005,0.127874462,0.113478109,0.04354,0.215815044,0.177969766
MYBPC3,0.030711247,0.386511316,0.105479521,0,0.004259473,0.012230714,0,0.017234167,0.086300195,0.492663731,0.061157569,0.021340665,0.015115348,0.029588898,0.003859971,0.01287781,0.075732636
MYBPH,0.357490875,1.664870185,0.378731385,0.013002815,0.017760691,0.046748449,0,0.130414707,0.232158202,1.524125353,0.093950393,0.079096885,0.002626098,0.006168829,0.005364963,0.191773214,0.302624178
MYBPHL,0.064833079,0.022052594,1.69478813,0.019749399,0.944157421,0.122643524,0.0292366,1.091467374,10.02013721,1.341986327,1.923013119,0.371673073,0.051852623,0.12492748,0.012222907,0.143696076,0.11324524
MYC,14.65829403,51.0867784,1.829438619,3.450197406,2.484194736,5.003696996,2.233090549,1.432138736,1.976975259,1.526608706,3.809750287,1.598485862,1.698283825,1.040479324,0.695223016,3.439705747,14.27898817
MYCBP,0.01843447,0.091965538,0.01406983,0.007487324,0.02045404,0.019577343,0,0.003065136,0.00891214,0,0.020609077,0.008539843,0,1.039597541,1.547724644,7.338274573,0.035356707
MYCBP2,62.96155388,6.294577455,56.21993436,19.78361313,18.97158562,38.96368525,20.84608062,29.92906645,24.34932495,18.64001108,44.63429662,23.49616825,21.61625095,41.32952484,20.71829842,68.30110655,22.57345735
MYCBP2-AS1,0,0.054669391,0.092002716,0.073439495,0,0.240030719,0,0.210450923,0.568196349,0.249513415,0.404288697,0.111684189,0.029664237,14.05268028,7.302575941,25.27301412,0.049542377
MYCBPAP,1.894366666,0.429571863,0.98356915,0.471069713,0.185882503,0.266872863,0.34868092,0.247484367,2.948415572,4.574696384,0.729356121,0.567139057,0.837223398,0.332745997,0.223517937,1.333942116,0.32308063
MYCL,0.217198434,0.966723922,3.739539793,2.806533931,2.650927355,0.607504558,0.783568378,10.75609731,30.42079054,0.407759685,0.86822292,1.492891196,1.320089793,1.559236813,0.274257535,23.22090835,0.88851831
MYCN,0.401777832,0.018100979,0.028431204,0.038905185,0.011809118,0.097488012,0.575944301,0.015926876,0.582718212,0.313931809,0.238716233,0.060398249,0.883961834,0.202007074,0.222056602,0.108383825,0.01093562
MYCT1,2.067126608,1.048880296,0.26555398,1.284310853,2.077855054,0.676516136,1.51363017,0.740157328,0.556569747,2.414749042,1.124025475,0.957604814,0.418036803,0.508741009,1.142129266,0.941571841,1.741207091
MYD88,3.626381795,2.841190955,2.927161595,9.687543266,8.00777448,15.63470177,0.587981581,5.332689584,1.521715179,2.393155026,3.856296634,2.073966087,1.609345454,3.201391757,2.017745221,2.189386826,6.217049991
MYEF2,8.230687617,3.878005967,10.67572578,7.739487868,9.041667011,3.762160887,15.48362097,17.61302528,14.14267,4.609401977,10.89081316,9.131293964,14.23355203,8.689194159,23.09401655,11.1618299,1.011036788
MYEOV,0.022073956,0.011831304,0.010721208,0.019561164,0.037851653,0.022376898,0,0.005004928,0.030559722,0.099689672,0.003365167,0.000929623,0,0.011600323,0,0,0.550932412
MYF5,0.061500787,0,0.015646515,0,0,0,0,0.010225858,0.193261521,1.612480446,0,0,0,0,0,0.009824172,0.016850927
MYF6,0.302754247,0,0.017774815,0,0,0,0,0.034850457,1.013306355,3.663632702,0.05858107,0,0,0.017950156,0.01170829,0,0.210573614
MYH1,0.434579692,0.004692691,0.078972944,0.025215487,0,0.032965866,0,0.144516855,0.960445512,6.992858914,2.168948783,0.052726879,0,0.085733376,0.015605869,0.012396431,0.085051996
MYH10,78.27299839,19.12073168,10.44260677,26.64330385,23.13550943,29.33203007,47.85919076,29.32425939,63.90556046,23.07661497,33.27717492,26.3552089,22.50416829,20.94272802,41.7911633,31.44524039,19.28767763
MYH11,36.46934066,1.018083804,9.76801819,4.508794559,44.67367205,10.21762199,32.22598857,4.157156401,1.1741247,18.22601417,3.135359499,16.87788724,14.25445717,5.151357524,8.261340297,1.980389506,1.481349504
MYH13,0.587637691,0.002358484,0.019845379,0.006336485,0,0.186392345,0,0.028534103,0.946558688,5.543574296,0.100287819,0.004818151,0.005118962,0.044090519,0,0.002492113,0.085492018
MYH14,6.558828643,13.76967767,47.42887882,45.95999861,73.92930578,35.31484786,4.775367341,25.21945175,0.374738503,11.35462694,18.71129731,5.183701476,14.338634,29.09253083,17.84398054,0.563859078,32.89324976
MYH15,1.171708515,0.231738248,0.097497648,0.085876661,0.1172999,0.150865787,1.541451606,0.22631613,6.83587869,4.522421832,0.779308755,0.652990963,0.453111362,0.371769188,0.604570809,0.764157791,0.409148315
MYH16,1.470089353,0.012462114,0.272641205,0.133926698,0.030488665,0.328295983,0.049565577,0.157626098,1.653905407,6.455609544,0.771834004,0.534636351,0.480108086,0.142960167,0.214125419,0.144850221,0.361388482
MYH2,0.871336135,0.002297519,0.073463069,0,0,0.141224381,0,0.0227426,1.653150588,13.66322237,0.887754157,0.002346802,0.00249332,0.160089357,0.099327262,0.002427693,0.091610306
MYH3,4.18903966,0.276964132,2.195681919,0.953202774,0.587995673,0.763790654,1.78436077,2.283410533,10.2662508,15.57634172,3.812855279,2.440934478,0.991128564,6.041282718,1.489433297,3.064428691,1.64699113
MYH4,0.502661455,0,0.024637992,0.016857282,0.173970838,0.15059734,0.399282741,0.023003262,0.979849399,7.464612748,0.02706676,0,0.002269707,0.044430421,0.002318439,0,0.079603608
MYH6,1.298955799,0.663847466,0.155369962,0.029528868,0,0,0,0.058024466,1.94720631,8.758409887,0.052831395,0.938545008,0.016698534,0.433350092,0.002436723,0.206721721,0.533861683
MYH7,0.873656036,0.029823414,0.040629679,0.034339661,0.003474439,0.02244725,0,0.042173571,1.087713244,6.533535481,0.065639526,0.388767826,0.007705964,0.030169466,0.003148566,0.018007526,0.218786025
MYH7B,1.822474459,0.289978996,1.878979531,0.593584662,10.37610455,0.869571922,0.564898133,2.039461985,1.223831924,3.943419515,1.590094985,4.942699634,2.117212438,2.381951063,0.4613988,6.217806553,2.724374287
MYH8,0.825714439,0,0.090593267,0,0,0.049325955,0.074471499,0.033465212,1.714028341,15.89513682,0.086542421,0.002390722,0.015239891,0.121319625,0,0.002473127,0.169681409
