,CL0106,CL0107,CL0108,CL0109,CL0110,CL0111,CL0114,CL0116,CL0124,CL0125,CL0126,CL0146,CL0147,CL0191,CL0193,CL0196,NCI0422
MYH9,209.9849648,61.80247921,186.2592776,284.6174586,393.7905347,460.4031611,120.7728122,125.1934946,53.17232271,60.16775803,110.2806237,221.2169924,107.74518,181.7763005,71.60296218,67.67983773,230.053118
MYL1,0.195363001,0.132903175,0.037276962,0,0,0,0,0.016241697,0.519465097,2.426302865,0.163806627,0.075418921,0.048076522,0.006274114,0.008184792,0,0.080292817
MYL10,0.807137484,0,0.018667741,0,0,0.0194813,0,0,0.425684114,1.215055909,0.020507973,0,0,0,0,0,0.040209433
MYL12A,48.71634785,60.80360386,35.81766842,140.7300287,109.4012819,100.2059256,48.26501929,32.42881338,9.401659509,42.3373489,61.43668449,55.92761135,38.87817086,63.35000111,81.14752754,21.5604973,101.27814
MYL12B,64.1145702,146.5734033,54.07826575,243.3275739,237.8109815,145.6697872,83.38658313,97.14564934,25.68148291,57.86895283,112.8882262,160.9950093,81.97916754,106.4286717,99.28905256,86.93163892,133.080194
MYL2,1.914675096,0,0.171923147,0,0,0,0,0.056180616,0.952874229,17.01846832,0.535134542,0.03478357,0,0,0,0.035982508,0.154297642
MYL3,2.44855662,0.623695955,0,0.694789797,0.669897331,0.293876146,0,0.117118544,0.510798026,9.511725341,0.14061979,0.20199931,0.06603406,0.051705723,0.016862962,0.096443967,0.413564187
MYL4,0.165561402,0.011855736,0.033253219,0.212350218,0.058010311,0.111047769,0,0.060851861,0.132698928,1.154348417,0.03653126,0.044403522,0.012866116,0.026864998,0.061331009,0.008351645,0.13608914
MYL5,0.559983975,1.818731797,0.937521008,1.166559769,0.68146142,0.50357749,0.195503876,0.594700323,0.353687975,0.859989571,0.651285654,0.828453894,2.249340195,0.73792309,0.145304969,0.571339652,2.153011162
MYL6,86.72614443,347.7307793,141.4413081,368.1927598,330.3995907,392.7362474,281.0010886,195.9167745,85.96239195,40.63491727,135.3363481,168.26668,103.6304554,148.7912699,229.9659841,130.4455136,190.1547274
MYL6B,4.378156784,30.24283437,6.037856527,10.1542911,11.022184,16.17334889,17.31971107,18.27693728,13.99158097,4.156199598,14.46867272,12.92452296,17.18658784,11.97956333,17.02429606,8.45031075,12.0124901
MYL7,0.649174971,0.371895727,0.026077524,0.041631819,0,0,0,0,0.545096598,1.838793491,0.286481985,0.696434194,0.454038466,0.079004303,0.051531881,0.032747239,0.056169756
MYL9,106.3931071,32.2545754,2.52331091,13.6076574,34.1120016,39.39551793,60.01087009,7.336647202,1.868902623,21.44585522,15.51913839,47.53841721,13.42736685,11.25623212,19.22548161,5.888265423,48.65905704
MYLIP,8.776833035,5.003884473,12.61998067,2.262092964,17.7015606,19.08473837,1.905795833,13.17924605,4.974674043,4.327024301,21.1852075,13.55767348,19.66730278,11.14486858,5.600039072,10.95091777,10.15479534
MYLK,16.57101059,2.140637348,3.277408392,45.79088142,47.31342749,28.85618227,24.10066132,3.679968933,6.044172674,11.40192883,7.28951518,11.42846346,6.335169197,6.460772538,7.991219347,2.379995191,12.79368497
MYLK-AS1,0,0.999817627,0,0.129143602,0.047039654,0.084418967,0.229417813,0.063442057,0.153719263,0.087754038,0.177735762,0.117838216,0.041731729,0.416626773,0.618102132,0.304749815,0.034848175
MYLK2,0.563934823,0.161436446,0.22283882,0.355754073,0.035501626,0.531998773,0.144287933,0.343145716,0.681585413,3.725407267,0.31858297,0.316829166,0.188973867,0.847742232,0.390083974,0.680416253,0.24985484
MYLK3,0.039889565,0.547753396,0.11332345,0.010801001,0.056553968,0.121792416,0.103932257,0.124912406,0.102851208,0.646781147,0.052027622,0.089315183,0.027267638,0.298059901,0.054592056,0.142307608,0.060112544
MYLK4,0.081854181,0.048259854,0.040324104,0.01450726,0.047062121,0.029634837,0.002684531,0.03080822,0.114939794,0.149407143,0.048666704,0.035506237,0.043216631,0.038427693,0.016086561,0.120531736,0.031806501
MYLPF,0.475731277,0.258907559,0.254166281,0.057966746,0.21113982,0,0,0.023730235,1.448950736,3.151106825,0.837664577,0.08815378,0.140486202,0.403344106,0.215253783,0.113990389,0.312835526
MYNN,1.182368466,1.043668361,1.78176971,1.941797405,2.036635097,1.48970455,2.541863432,2.002400497,2.995500559,1.164234511,1.497218325,2.04595881,1.536692101,1.840134384,5.263198171,1.860705452,2.442153816
MYO10,76.62558172,9.751166841,24.43678612,8.558253564,10.04005778,21.9070311,5.150121842,1.980024494,2.252209077,12.37091848,8.056154842,10.4786191,0.846883499,5.012660206,7.457121354,29.12560022,15.69064981
MYO15A,18.41433147,0.335420388,3.138374439,0.304974823,0.3883797,0.274303011,3.380996182,0.454339841,1.969264637,4.37837425,0.424459792,0.912769357,3.248266176,1.549129428,0.073796592,109.5290122,0.354237866
MYO15B,10.48616306,3.66820109,10.49088154,6.437001397,2.340957773,4.366043449,5.209696175,14.83288503,2.745329968,2.735457899,6.290179709,24.94549113,31.57755168,11.26449533,1.520278142,9.590095727,8.643980917
MYO16,1.444389305,0.252228201,0.076344062,1.087174219,0.816851924,0.379234974,0,2.151474268,8.80019097,3.693714837,1.227855608,0.285441442,0.393847212,0.146484609,0.01810365,4.273893104,0.147997354
MYO18A,12.18801824,8.369640106,76.41326027,25.43565238,22.97495971,18.17498167,8.716848259,14.69470468,12.48884381,6.013576026,6.939218552,13.37676649,23.33528991,11.52881466,5.170938542,19.80857719,18.76672801
MYO18B,0.399915948,0.000305855,0.007720821,0.002465202,0.050882846,0.010743069,0.038927295,0.023211513,0.070912804,0.830581855,0.009047387,0.161206658,0.361793904,0.247164376,0.076285698,0.050093601,0.005543428
MYO19,2.13446071,6.371076615,5.618034881,2.029115213,1.661592849,1.979276895,3.350743209,5.115336892,1.559725386,1.002198202,3.670861562,4.465068829,1.631847233,5.059014107,1.830075364,4.182370075,1.785886987
MYO1A,1.442240101,0.734037438,0.599306968,0.14644466,0.195585292,0.351004036,0.693739646,0.779363399,1.377070048,12.67097002,0.685258426,0.820307305,0.153797893,0.957233931,0.342397484,0.721870736,0.36223643
MYO1B,28.24315987,16.09127494,12.38405359,163.1844109,82.04605841,35.35887525,23.04703394,31.1311764,47.05303675,13.68585554,35.92624562,20.88600022,6.169744464,18.74555203,43.68650527,57.79987659,53.92586467
MYO1C,19.55426217,22.96057952,22.09861514,45.78436614,55.61476007,44.50576185,19.10881466,17.56650254,16.56556045,8.383444541,15.49275634,14.26165563,28.52387978,18.1844044,5.558319329,13.174133,25.32475266
MYO1D,30.10207555,31.27483739,125.9445985,33.98968882,52.8753577,44.7434861,39.37335627,54.9234731,6.929024833,20.83591097,22.85496003,54.6486666,51.96977363,53.67743225,31.66997085,19.63560336,29.74061749
MYO1E,29.16027911,6.078712069,13.29690406,26.28797622,28.56595745,26.68911424,22.39494982,24.62594684,18.82471368,18.6429246,36.18432297,11.46339852,4.060697318,21.47222546,18.29605667,11.03152582,21.46814662
MYO1F,3.717307337,0.76847609,1.874564361,5.163745882,4.384276111,6.848300579,1.033524805,1.589359026,1.363049855,4.780130394,4.725092982,1.917893268,1.600874324,4.39738358,0.460187386,0.967723315,10.02251331
MYO1G,1.349428669,0.71974696,0.979159736,1.621088944,2.098278429,6.89547716,0,1.189804598,0.792505077,3.383307553,5.386385532,1.985442772,0.261921007,4.603500503,0.15288263,0.628459361,9.764184451
MYO1H,1.266028408,0.139395392,0.307197889,0.124836793,0.081198087,0.215666868,0.052801657,0.208071471,1.75658013,5.119947305,0.994034627,0.277990813,0.219709027,0.431499312,1.673999493,0.813620454,0.469198186
MYO3A,0.845813033,4.419926702,15.78112214,9.09162918,9.348887217,5.784275527,35.81956165,108.5747073,1.586146797,51.86477561,13.34815855,34.6629038,0.002651523,14.1076771,89.26790131,6.913879697,0.123992988
MYO3B,0.724092234,0.07857288,0.084762642,0.05412819,0.061611921,0.051304877,0.200325626,0.086419396,0.299593135,1.213756754,0.106154961,0.029839637,0.010931934,0.077894898,0.039083272,0.026610487,0.116847826
MYO5A,16.25252957,1.395201166,5.635137045,6.931618307,9.74462383,13.12096581,3.696439718,10.93476379,9.542441479,8.868642451,19.4913584,8.284139182,12.07009689,11.09461956,12.45522292,11.23522306,12.04401206
MYO5B,24.23441086,4.172810686,56.38399004,32.47239898,19.30268736,26.61543811,24.903641,29.8849406,4.652268293,31.78212509,1.418880272,60.40789864,4.810348898,12.23066279,16.73530328,33.57200145,31.43830673
MYO5C,7.226826379,2.805934256,22.7459965,8.329336341,5.549930753,11.10137261,9.858645183,15.85292345,11.91947638,6.215485355,18.13794488,7.436984587,4.572555428,7.075335562,14.4498835,4.378802697,10.28710825
MYO6,38.92790876,8.135589113,44.2112243,17.57984385,11.60249046,23.01207541,17.73908801,10.96726082,16.27531776,20.86949437,25.14775025,16.03266374,10.23343756,11.53506977,28.90393262,38.16363595,21.62021788
MYO7A,3.66730079,0.974362828,5.06160981,8.230844247,4.815618565,2.594671771,0.132181936,0.854009428,3.816444265,1.854654152,8.682985702,2.924069365,14.3134366,9.441330902,0.820543993,1.945805577,3.989175458
MYO7B,0.407017444,0.184592819,33.09892893,0.704758635,0.399316407,0.16721293,0.123651564,0.143187318,0.702167107,1.241563384,0.179617469,0.254049667,0.033738838,2.659967233,0.049540893,0.053382547,0.598690976
MYO9A,8.755889129,0.979955075,13.84811199,6.269804425,4.32646543,6.132410055,10.78451565,6.977086271,9.304921839,6.944847307,7.911411439,5.935776749,15.3941956,6.780917402,7.498555254,8.80535074,6.191314489
MYO9B,18.50937311,6.333424461,19.92894859,11.43154411,11.03807652,15.6203533,12.76002729,14.62656127,10.91209097,8.170565522,26.66343006,18.48327936,7.504648437,19.0163626,9.383918972,9.90500014,21.24289812
MYOC,1.401837004,0.006910532,0.023259366,0.037132732,0,0,0,0.045603826,0.99447719,9.335828106,0.089432811,0.712935614,0.007499467,0,0.01532097,0.021906221,0.250497884
MYOCD,0.730563006,0.045110522,0.104711952,0.041792206,0.319672892,0.109275405,0.37120989,0.056458891,0.519836756,1.32051233,0.017255139,0.1731904,0.464228163,0.071377801,0.118979939,0.00493101,0.02255446
MYOD1,0.069015279,0.023475146,0.079012299,0.021023377,0,0.013742623,0,0,0.187680496,0.392852379,0.014466864,0.007992902,0,0,0,0.041342029,0.014182397
MYOF,41.72976502,5.225801109,30.63702165,5.293033602,20.54130103,42.15563568,10.49787348,4.454648748,3.174396632,9.052218146,19.13350639,14.16402552,6.177365367,10.384513,2.181804408,3.660555166,36.3667101
MYOG,0.081305672,0.00921855,0.093082983,0.247672661,0,0.064759756,0,0.111530556,3.699791036,2.271988103,0.238604174,0.160077029,0.170071087,0.172335544,0.122627726,0.321448435,0.167080291
MYOM1,3.437396462,0.647748603,0.78096097,22.32507894,14.25658713,1.05694799,1.807248927,0.879909969,0.401925791,12.59758966,1.260109165,1.024559657,1.815083976,2.407070729,0.940423786,1.064982548,1.082009909
MYOM2,0.599540258,0.199303442,0.167703147,0.436020646,2.225534302,0.060004053,2.955600295,0.10647171,0.796701531,3.177205351,0.447427893,0.507492529,0.325977898,0.607267486,0.550753147,3.02956988,0.139329512
MYOM3,0.445916049,0.077969863,0.487955438,0.137471137,0.00596106,0.05135002,0,0.06431712,0.268823188,1.957217644,0.198206019,0.077153556,0.034374713,0.225679878,0.005401963,0.038619158,0.145731463
MYOT,2.696063402,0.228323737,1.617870887,0.145286552,1.139241616,0.042209483,0.191181511,0.059476928,0.417924247,4.044912682,0.399905465,0.135022956,3.061413559,0.19146451,0.053284667,2.212610633,1.083560443
MYOZ1,1.968439585,0.80346392,0.180285802,0.359774658,0.851795121,0.12542856,0,0.333842282,0.485337257,3.95225782,0.660193482,0.510657083,0.639420776,0.51584869,0.415640595,0.103765098,0.339786217
MYOZ2,0.333266295,0.010076319,0.076308135,0,0.061629493,0.017696382,0.120229656,0.005541285,0.072502882,2.000510499,0.055886967,0.025731161,0.02733763,0.042811601,0.044679335,0.09050146,0.10044474
MYOZ3,0.122317561,0.024269937,0.011669628,0,0,0,0,0.030506975,0.293824038,0.253186331,0.102559988,0.035415067,0.007525226,0.04419279,0.023060391,0.212487481,0.081691441
MYPN,3.051803402,0,0.027916017,0.005570863,0.002536435,0,0,0.002280582,0.681333485,3.45894859,0.030667927,0.009530969,0.004500451,0.033477284,0.043672239,0.020814473,0.065766951
MYPOP,0.528422234,4.021676841,0.138637903,0.140846599,0.146578254,0.131527166,0.417012771,0.321244755,0.083824654,0.239265779,0.207688053,0.183595313,0.203185088,0.114549959,0.190943781,0.158269644,0.285045883
MYRF,1.083285842,0.886262754,5.998363842,2.156794984,1.327659759,0.366563613,0.459773941,0.2101401,1.286180707,0.886662731,0.359166781,0.209918567,0.480896305,0.166445784,0.108567054,0.888974806,0.867166073
MYRFL,0.905297249,0.129735738,0.071920905,0.090215014,0.197907951,0.206402049,0.655621054,0.216555373,0.612569355,2.152528168,0.349904684,0.19643945,0.162325113,6.129484726,0.531269821,0.638661346,0.09405507
MYRIP,0.190980046,0.866143346,1.166101008,3.413002728,2.477430073,0.959639761,0.825077835,1.86293836,0.610399003,1.45435585,0.094892822,0.934966355,0.521038762,0.286223216,0.404207094,0.535571973,0.726772718
MYSM1,5.688009273,3.331571788,6.872068381,1.930955133,2.886666757,2.604831646,5.388769524,5.029122327,5.730244219,3.42357753,7.819899574,4.624757191,4.070234638,4.53584019,4.267036095,3.650225557,3.475292336
MYT1,9.193302793,3.150665658,9.225196258,0.294965386,3.629192154,2.11646815,2.721512848,10.16282146,0.673615308,5.348715624,11.60734944,5.930551525,22.46015228,8.565522352,16.20910891,25.51111076,0.846838985
MYT1L,3.544662195,0.121074097,0.008489779,0.189750737,2.851009386,0,4.92249168,11.84982723,0.271569479,3.115978396,9.705971476,0.673321173,45.14423143,0.401526867,9.09855336,3.097068945,0.018286584
MYZAP,0,0.141438241,0,0,0,0,0,0,0,0,0,0,0,1.096703602,1.162841188,0.647625127,0
MZB1,0.45214605,0.786062552,0.201304612,1.836431386,0.376260351,21.69802232,0,1.653942857,0.3552086,1.481844182,1.010966173,4.468447956,0.074178527,6.563375615,0.17048516,1.841764901,32.48907579
MZF1,0.568102072,1.322060492,1.317045715,0.964780403,0.665796559,0.972857412,1.344980229,1.390325155,0.350177246,0.624707556,0.747255745,1.079019947,0.835324086,1.111101538,0.467685881,1.28126184,0.916432351
MZT1,0.878485533,14.61248002,2.869306092,2.408431796,1.691438299,3.488267315,1.304980264,4.420690909,2.145377928,1.470753309,3.650436121,1.915115288,1.996531041,1.916804234,4.163229081,4.87852398,0.669006942
MZT2A,0.690886666,5.352269449,4.100094787,12.35255628,8.557492138,7.793895181,4.069311438,9.086854584,2.586865666,0.379407164,2.2816929,5.473611802,6.419085809,3.102688446,4.494139683,6.250129115,4.786578178
MZT2B,0.884116351,4.124865793,2.462259825,5.844790715,5.040540993,3.835622778,4.13963081,4.001943321,0.443340646,0.097342617,0.670331527,2.156780813,3.03210046,4.099543537,7.967609703,6.247141233,1.546236562
N4BP1,9.42368214,2.504545497,13.78792052,4.141176316,5.654632717,6.098077714,5.596118307,5.736792539,11.3188842,4.368390567,7.039065277,5.640838998,10.00036846,6.946572131,9.493800926,6.967867996,5.217900897
N4BP2,15.89621154,3.510728621,8.982864791,6.895370247,8.650902623,3.767083091,11.21848023,12.80262759,7.148378055,6.051954902,8.979957759,17.94863626,25.41865603,7.238555492,32.85336183,17.66884054,9.654687785
N4BP2L1,0.694874239,2.574560004,1.310149796,1.144463935,1.51259845,0.879447332,0.775420503,0.743164676,0.335225066,1.011704636,0.772729864,1.018905846,1.25786679,0.436864009,0.358225215,1.070958174,0.500989851
N4BP2L2,3.304199635,2.027359101,3.310103887,1.858462682,1.917710499,2.066372409,5.384182101,1.626856327,1.973854492,4.172090302,2.843390055,2.920713984,3.215665012,2.343225704,2.510022236,2.472167858,1.973146394
N4BP2L2-IT2,0.025489079,0.543317601,0.034044768,0.015528924,0.007070377,0,0.045977394,0.009535769,0.004621009,0.026380048,0.042743815,0.017711879,0.025090242,0.01964606,0.022425326,0.039698493,0.010475832
N4BP3,0.091550316,0.734785431,0.086813638,0.185919875,0.129283664,0.528114595,0.230193977,0.135616434,0.058342701,0.183758455,0.130263603,0.2107701,0.417818874,0.27263237,0.132500066,0.147572493,0.248563172
N6AMT1,1.116274656,1.722515725,0.737689753,1.078171354,2.235462448,0.997537885,0.441997622,1.982806788,0.621928396,1.887919438,0.639196503,2.497305315,9.862471008,0.907600328,0.80758045,0.437087655,0.615437954
NAA10,13.01262548,35.09232463,31.58030927,39.86826782,30.42763458,45.41973505,24.44220153,46.22758285,50.06765058,10.07278553,21.88910223,29.36855732,19.54432976,28.64877348,16.38206959,33.74361385,34.85103144
NAA11,0.226097879,0,0,0,0,0,0,0,0.491881363,0.680730531,0,0,0.010116366,0,0,0.09850093,0
NAA15,10.87680959,11.00369361,9.876644918,8.546939727,5.434312288,6.783195155,21.26420584,8.527841261,8.712733932,5.383468396,10.02360765,5.15495424,14.03373732,9.255025286,19.70913887,9.869359724,10.39292086
NAA16,3.569021753,2.880765746,2.759186019,1.463386152,0.979910378,1.530544859,5.864507364,1.720982491,3.932390825,4.781067926,5.271000848,2.950428357,2.551888894,2.520854266,3.365385354,2.395191644,1.477811711
NAA20,19.52338786,39.59400544,19.02871754,27.68558466,31.28579319,25.12591518,34.79359678,19.93652144,21.43107548,11.33328545,22.28038593,27.66032088,31.81831307,16.69983702,17.89643262,17.98187662,29.76991022
NAA25,7.41914253,4.472791813,7.981088597,4.289325297,4.615488151,3.704221289,9.593047313,5.716980801,11.76315595,3.611352371,6.528849397,4.898787847,6.728748257,4.755249725,5.539187866,5.481656085,6.488084611
NAA30,4.721061513,5.444387228,4.299487364,4.73436115,6.860746651,7.210040041,14.01730022,9.374609433,5.014202142,3.286217132,9.329876414,5.357952278,8.122300043,3.590520476,10.34110705,7.71830832,3.680317712
NAA35,12.54151958,9.707785148,16.01692178,14.73035886,12.62069063,14.67323488,16.67418127,11.95915471,10.79204313,16.35210551,18.29395721,15.52852576,24.00649979,8.721622934,24.65377148,11.65589497,11.63462009
NAA38,1.000837348,21.88907648,1.11730815,2.912231555,2.966813066,1.903676034,1.940043253,2.80166935,1.332405561,0.803921219,1.615725435,1.771527545,2.065930646,1.790360217,1.877479861,2.219151334,1.694463276
NAA40,0.444735995,6.540815184,1.450326038,1.833312516,1.35861332,1.939070029,1.708620526,1.936070476,1.947633039,0.442348667,1.719210519,2.42949857,2.046749861,2.479636816,1.746601244,2.417747764,1.144176364
NAA50,5.288437412,13.79066977,3.111174345,4.411031182,4.432490062,4.69755402,12.84840513,5.448201888,3.601110439,1.854782485,3.464314036,3.828047709,1.608534942,2.552922064,6.251205741,5.357548267,3.444404844
NAA60,1.713286522,2.243643085,1.791718235,1.071902135,1.054680518,0.883071935,1.271834623,1.355057263,0.642719622,1.118463835,1.064976901,1.105056452,1.688910542,0.763119333,1.610050498,0.989200337,1.52881514
NAAA,0.612562469,2.318252949,0.605972082,3.717472334,3.507235112,1.856878921,0.386194315,0.677859517,0.355803104,1.064831061,0.618335237,1.508400012,10.52868943,1.910337467,0.675722184,0.594231602,1.153691085
